Codigo_Item,Descripcion_Item,Fg_Tipo,Descripcion_Tipo_Item,Fg_Estado
00926,ANESTESIA PARA PROCEDIMIENTOS EN GENITALES EXTERNOS MASCULINOS (INCLUYENDO PROCEDIMIENTOS ABIERTOS EN URETRA) ORQUIECTOMÍA RADICAL INGUINAL,CP,Procedimiento (CPT),1
00928,ANESTESIA PARA PROCEDIMIENTOS EN GENITALES EXTERNOS MASCULINOS (INCLUYENDO PROCEDIMIENTOS ABIERTOS EN URETRA) ORQUIECTOMÍA RADICAL ABDOMINAL,CP,Procedimiento (CPT),1
00930,ANESTESIA PARA PROCEDIMIENTOS EN GENITALES EXTERNOS MASCULINOS (INCLUYENDO PROCEDIMIENTOS ABIERTOS EN URETRA) ORQUIOPEXIA UNILATERAL O BILATERAL,CP,Procedimiento (CPT),1
00932,ANESTESIA PARA PROCEDIMIENTOS EN GENITALES EXTERNOS MASCULINOS (INCLUYENDO PROCEDIMIENTOS ABIERTOS EN URETRA) AMPUTACIÓN COMPLETA DEL PENE,CP,Procedimiento (CPT),1
00934,ANESTESIA PARA PROCEDIMIENTOS EN GENITALES EXTERNOS MASCULINOS (INCLUYENDO PROCEDIMIENTOS ABIERTOS EN URETRA) AMPUTACIÓN RADICAL DEL PENE CON LINFADENECTOMÍA INGUINAL BILATERAL,CP,Procedimiento (CPT),1
00936,ANESTESIA PARA PROCEDIMIENTOS EN GENITALES EXTERNOS MASCULINOS (INCLUYENDO PROCEDIMIENTOS ABIERTOS EN URETRA) AMPUTACIÓN RADICAL DEL PENE CON LINFADENECTOMÍA ILÍACA E INGUINAL BILATERALES,CP,Procedimiento (CPT),1
00938,ANESTESIA PARA PROCEDIMIENTOS EN GENITALES EXTERNOS MASCULINOS (INCLUYENDO PROCEDIMIENTOS ABIERTOS EN URETRA) INSERCIÓN DE PRÓTESIS DE PENE (ABORDAJE PERINEAL),CP,Procedimiento (CPT),1
00940,ANESTESIA PARA PROCEDIMIENTOS VAGINALES (INCLUYENDO BIOPSIA DE LABIOS VAGINA CÉRVIX O ENDOMETRIO) NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
00942,ANESTESIA PARA PROCEDIMIENTOS VAGINALES (INCLUYENDO BIOPSIA DE LABIOS VAGINA CÉRVIX O ENDOMETRIO) COLPOTOMÍA COLPECTOMÍA COLPORRAFIA Y PROCEDIMIENTOS ABIERTOS DE URETRA,CP,Procedimiento (CPT),1
00944,ANESTESIA PARA PROCEDIMIENTOS VAGINALES (INCLUYENDO BIOPSIA DE LABIOS VAGINA CÉRVIX O ENDOMETRIO) HISTERECTOMÍA VAGINAL,CP,Procedimiento (CPT),1
00948,ANESTESIA PARA PROCEDIMIENTOS VAGINALES (INCLUYENDO BIOPSIA DE LABIOS VAGINA CÉRVIX O ENDOMETRIO) CERCLAJE CERVICAL,CP,Procedimiento (CPT),1
00950,ANESTESIA PARA PROCEDIMIENTOS VAGINALES (INCLUYENDO BIOPSIA DE LABIOS VAGINA CÉRVIX O ENDOMETRIO) CULDOSCOPIA,CP,Procedimiento (CPT),1
00952,ANESTESIA PARA PROCEDIMIENTOS VAGINALES (INCLUYENDO BIOPSIA DE LABIOS VAGINA CÉRVIX O ENDOMETRIO) HISTEROSCOPIA Y/O HISTEROSALPINGOGRAFÍA,CP,Procedimiento (CPT),1
01112,ANESTESIA PARA ASPIRACIÓN DE MÉDULA BIOPSIA EN LA CRESTA ILÍACA ANTERIOR O POSTERIOR,CP,Procedimiento (CPT),1
01120,ANESTESIA PARA PROCEDIMIENTOS EN LA PELVIS ÓSEA,CP,Procedimiento (CPT),1
01130,ANESTESIA PARA APLICACIÓN O REVISIÓN DE YESO CORPORAL,CP,Procedimiento (CPT),1
01140,ANESTESIA PARA AMPUTACIÓN INTERPELVIABDOMINAL (CUARTO TRASERO),CP,Procedimiento (CPT),1
01150,ANESTESIA PARA PROCEDIMIENTOS RADICALES POR TUMOR DE LA PELVIS EXCEPTO AMPUTACIÓN DE CUARTO TRASERO,CP,Procedimiento (CPT),1
01160,ANESTESIA PARA PROCEDIMIENTOS A CIELO CERRADO QUE INVOLUCRAN A LA SÍNFISIS DEL PUBIS O ARTICULACIÓN SACROILÍACA,CP,Procedimiento (CPT),1
01170,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LA SÍNFISIS DEL PUBIS O ARTICULACIÓN SACROILÍACA,CP,Procedimiento (CPT),1
01173,ANESTESIA PARA REPARACIÓN ABIERTA DE DISRUPCIÓN DE FRACTURA DE LA PELVIS O FRACTURA DE LA COLUMNA CON COMPROMISO DEL ACETÁBULO,CP,Procedimiento (CPT),1
01180,ANESTESIA PARA NEURECTOMÍA DEL OBTURADOR EXTRAPÉLVICA,CP,Procedimiento (CPT),1
01190,ANESTESIA PARA NEURECTOMÍA DEL OBTURADOR INTRAPÉLVICA,CP,Procedimiento (CPT),1
01200,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA,CP,Procedimiento (CPT),1
01202,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS EN ARTICULACIÓN DE LA CADERA,CP,Procedimiento (CPT),1
01210,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01212,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA DESARTICULACIÓN DE LA CADERA,CP,Procedimiento (CPT),1
01214,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN LA ARTICULACIÓN DE LA CADERA ARTROPLASTÍA TOTAL DE LA CADERA,CP,Procedimiento (CPT),1
01215,ANESTESIA PARA PROCEDIMIENTOS ABIERTOS CON COMPROMISO DE LA ARTICULACIÓN DE LA CADERA REVISIÓN DE TODA LA ARTROPLASTÍA TOTAL DE CADERA,CP,Procedimiento (CPT),1
01220,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR,CP,Procedimiento (CPT),1
01230,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01232,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR AMPUTACIÓN,CP,Procedimiento (CPT),1
01234,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO QUE INVOLUCRAN A LOS 2/3 SUPERIORES DEL FÉMUR RESECCIÓN RADICAL,CP,Procedimiento (CPT),1
01250,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES FASCIA Y BOLSAS SINOVIALES DE LA PARTE SUPERIOR DE LA PIERNA,CP,Procedimiento (CPT),1
01260,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS QUE INVOLUCRAN VENAS DE LA PARTE SUPERIOR DE LA PIERNA INCLUYENDO EXPLORACIÓN,CP,Procedimiento (CPT),1
01270,ANESTESIA PARA PROCEDIMIENTOS QUE INVOLUCRAN ARTERIAS DE LA PARTE SUPERIOR DE LA PIERNA INCLUYENDO INJERTO DE DERIVACIÓN NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01272,ANESTESIA PARA PROCEDIMIENTOS QUE INVOLUCRAN ARTERIAS DE LA PARTE SUPERIOR DE LA PIERNA INCLUYENDO INJERTO DE DERIVACIÓN LIGADURA DE LA ARTERIA FEMORAL,CP,Procedimiento (CPT),1
01274,ANESTESIA PARA PROCEDIMIENTOS QUE INVOLUCRAN ARTERIAS DE LA PARTE SUPERIOR DE LA PIERNA INCLUYENDO INJERTO DE DERIVACIÓN EMBOLECTOMÍA DE LA ARTERIA FEMORAL,CP,Procedimiento (CPT),1
01320,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES FASCIA Y BOLSAS SINOVIALES DE LA RODILLA Y/O REGIÓN POPLÍTEA,CP,Procedimiento (CPT),1
01340,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN EL TERCIO INFERIOR DEL FÉMUR,CP,Procedimiento (CPT),1
01360,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO ABIERTO EN EL TERCIO INFERIOR DEL FÉMUR,CP,Procedimiento (CPT),1
01380,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LA ARTICULACIÓN DE LA RODILLA,CP,Procedimiento (CPT),1
01382,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS EN LA ARTICULACIÓN DE LA RODILLA,CP,Procedimiento (CPT),1
01390,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LOS EXTREMOS SUPERIORES DE LA TIBIA PERONÉ Y/O RÓTULA,CP,Procedimiento (CPT),1
01392,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO ABIERTO EN LOS EXTREMOS SUPERIORES DE LA TIBIA PERONÉ Y/O RÓTULA,CP,Procedimiento (CPT),1
01400,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN LA ARTICULACIÓN DE LA RODILLA NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01402,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN LA ARTICULACIÓN DE LA RODILLA REEMPLAZO TOTAL DE RODILLA,CP,Procedimiento (CPT),1
01404,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN LA ARTICULACIÓN DE LA RODILLA DESARTICULACIÓN A NIVEL DE LA RODILLA,CP,Procedimiento (CPT),1
01420,ANESTESIA PARA TODAS LAS APLICACIONES REMOCIÓN O CORRECCIÓN DE YESOS QUE INVOLUCRAN LA ARTICULACIÓN DE LA RODILLA,CP,Procedimiento (CPT),1
01430,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA RODILLA Y REGIÓN POPLÍTEA NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01432,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA RODILLA Y REGIÓN POPLÍTEA FÍSTULA ARTERIOVENOSA,CP,Procedimiento (CPT),1
01440,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA RODILLA O REGIÓN POPLÍTEA NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01442,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA RODILLA O REGIÓN POPLÍTEA TROMBOENDARTERECTOMÍA POPLÍTEA CON O SIN PARCHE DE INJERTO,CP,Procedimiento (CPT),1
01444,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA RODILLA O REGIÓN POPLÍTEA ESCICIÓN POPLÍTEA E INJERTO O CORRECCIÓN PARA OCLUSIÓN O ANEURISMA,CP,Procedimiento (CPT),1
01462,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LA PARTE INFERIOR DE LA PIERNA TOBILLO Y PIE,CP,Procedimiento (CPT),1
01464,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS DE LA ARTICULACIÓN DEL TOBILLO,CP,Procedimiento (CPT),1
01470,ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES Y FASCIA DE LA PARTE INFERIOR DE LA PIERNA TOBILLO Y PIE NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01472,ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES Y FASCIA DE LA PARTE INFERIOR DE LA PIERNA TOBILLO Y PIE CORRECCIÓN DE ROTURA DE TENDÓN DE AQUILES CON O SIN INJERTO,CP,Procedimiento (CPT),1
01474,ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES Y FASCIA DE LA PARTE INFERIOR DE LA PIERNA TOBILLO Y PIE RESECCIÓN DE MÚSCULOS GEMELOS (P. EJ. PROCEDIMIENTO DE STRAYER),CP,Procedimiento (CPT),1
01480,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA TOBILLO Y PIE NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01482,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA TOBILLO Y PIE RESECCIÓN RADICAL (INCLUYENDO AMPUTACIÓN POR DEBAJO DE LA RODILLA),CP,Procedimiento (CPT),1
01484,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA TOBILLO Y PIE OSTEOTOMÍA U OSTEOPLASTÍA DE LA TIBIA Y/O PERONÉ,CP,Procedimiento (CPT),1
01486,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO EN HUESOS DE LA PARTE INFERIOR DE LA PIERNA TOBILLO Y PIE REEMPLAZO TOTAL DE TOBILLO,CP,Procedimiento (CPT),1
01490,ANESTESIA PARA APLICACIÓN REMOCIÓN O CORRECCIÓN DE YESO EN LA PARTE INFERIOR DE LA PIERNA,CP,Procedimiento (CPT),1
01500,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA PARTE INFERIOR DE LA PIERNA INCLUYENDO INJERTO DE DERIVACIÓN NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01502,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DE LA PARTE INFERIOR DE LA PIERNA INCLUYENDO INJERTO DE DERIVACIÓN EMBOLECTOMÍA DIRECTA O CON CATÉTER,CP,Procedimiento (CPT),1
01520,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA PARTE INFERIOR DE LA PIERNA NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01522,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DE LA PARTE INFERIOR DE LA PIERNA TROMBECTOMÍA VENOSA DIRECTA O CON CATÉTER,CP,Procedimiento (CPT),1
01610,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES FASCIA O BOLSAS SINOVIALES DEL HOMBRO Y AXILA,CP,Procedimiento (CPT),1
01620,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN LA CABEZA Y CUELLO DEL HÚMERO ARTICULACIÓN ESTERNOCLAVICULAR ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO,CP,Procedimiento (CPT),1
01622,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS DE LA ARTICULACIÓN DEL HOMBRO,CP,Procedimiento (CPT),1
01630,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO ARTICULACIÓN ESTERNOCLAVICULAR ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01632,ANESTESIA PARA RESECCIÓN RADICAL A NIVEL DE LA REGIÓN DEL HOMBRO Y AXILA,CP,Procedimiento (CPT),1
01634,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO ARTICULACIÓN ESTERNOCLAVICULAR ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO DESARTICULACIÓN DEL HOMBRO,CP,Procedimiento (CPT),1
01636,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO ARTICULACIÓN ESTERNOCLAVICULAR ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO AMPUTACIÓN INTERTÓRACOESCAPULAR (CUARTO DELANTERO),CP,Procedimiento (CPT),1
01638,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS QUIRÚRGICOS O CIELO ABIERTO EN LA CABEZA Y CUELLO DEL HÚMERO ARTICULACIÓN ESTERNOCLAVICULAR ARTICULACIÓN ACROMIOCLAVICULAR Y ARTICULACIÓN DEL HOMBRO REEMPLAZO TOTAL DEL HOMBRO,CP,Procedimiento (CPT),1
01650,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01652,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA ANEURISMA AXILAR-BRAQUIAL,CP,Procedimiento (CPT),1
01654,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA INJERTO DE DERIVACIÓN,CP,Procedimiento (CPT),1
01656,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL HOMBRO Y AXILA INJERTO DE DERIVACIÓN AXILAR-FEMORAL,CP,Procedimiento (CPT),1
01670,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN VENAS DEL HOMBRO Y AXILA,CP,Procedimiento (CPT),1
01680,ANESTESIA PARA APLICACIÓN REMOCIÓN O CORRECCIÓN DE YESO DEL HOMBRO NO ESPECIFICADO DE OTRA FORMA,CP,Procedimiento (CPT),1
01682,ANESTESIA PARA APLICACIÓN REMOCIÓN O CORRECCIÓN DE YESO DEL HOMBRO ESPIGA DE HOMBRO,CP,Procedimiento (CPT),1
01710,ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01712,ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO TENOTOMÍA DEL CODO AL HOMBRO A CIELO ABIERTO,CP,Procedimiento (CPT),1
01714,ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO TENOPLASTIA DEL CODO AL HOMBRO,CP,Procedimiento (CPT),1
01716,ANESTESIA PARA PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES FASCIA Y BOLSAS SINOVIALES DEL BRAZO Y CODO TENODESIS ROTURA DEL TENDÓN LARGO DEL BÍCEPS,CP,Procedimiento (CPT),1
01730,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN EL HÚMERO Y EL CODO,CP,Procedimiento (CPT),1
01732,ANESTESIA PARA PROCEDIMIENTOS ARTROSCÓPICOS DE LA ARTICULACIÓN DEL CODO,CP,Procedimiento (CPT),1
01740,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01742,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO OSTEOTOMÍA DEL HÚMERO,CP,Procedimiento (CPT),1
01744,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO CORRECCIÓN DE FALTA DE UNIÓN O UNIÓN DEFECTUOSA DEL HÚMERO,CP,Procedimiento (CPT),1
01756,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO PROCEDIMIENTOS RADICALES,CP,Procedimiento (CPT),1
01758,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO ESCICIÓN DE QUISTE O TUMOR DEL HÚMERO,CP,Procedimiento (CPT),1
01760,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O ARTROSCÓPICOS QUIRÚRGICOS EN EL HÚMERO Y CODO REEMPLAZO TOTAL DEL CODO,CP,Procedimiento (CPT),1
01770,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL BRAZO Y CODO NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01772,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL BRAZO Y CODO EMBOLECTOMÍA,CP,Procedimiento (CPT),1
01780,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL BRAZO Y CODO NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01782,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL BRAZO Y CODO FLEBORRAFIA,CP,Procedimiento (CPT),1
01810,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS EN NERVIOS MÚSCULOS TENDONES FASCIA Y BOLSAS SINOVIALES DEL ANTEBRAZO MUÑECA Y MANO,CP,Procedimiento (CPT),1
01820,ANESTESIA PARA TODOS LOS PROCEDIMIENTOS A CIELO CERRADO EN EL RADIO CÚBITO MUÑECA O HUESOS DE LA MANO,CP,Procedimiento (CPT),1
01829,ANESTESIA PARA PROCEDIMIENTOS DE ARTROSCOPÍA DIAGNÓSTICA EN LA MUÑECA,CP,Procedimiento (CPT),1
01830,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O DE ARTROSCOPÍA QUIRÚRGICA EN RADIO DISTAL CÚBITO DISTAL MUÑECA O HUESOS DE LA MANO NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01832,ANESTESIA PARA PROCEDIMIENTOS A CIELO ABIERTO O DE ARTROSCOPÍA QUIRÚRGICA EN RADIO DISTAL CÚBITO DISTAL MUÑECA O HUESOS DE LA MANO REEMPLAZO TOTAL DE MUÑECA,CP,Procedimiento (CPT),1
01840,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL ANTEBRAZO MUÑECA Y MANO NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01842,ANESTESIA PARA PROCEDIMIENTOS EN ARTERIAS DEL ANTEBRAZO MUÑECA Y MANO EMBOLECTOMÍA,CP,Procedimiento (CPT),1
01844,ANESTESIA PARA DERIVACIÓN VASCULAR O PARA REVISIÓN DE DERIVACIÓN DE CUALQUIER TIPO (P. EJ. DIÁLISIS),CP,Procedimiento (CPT),1
01850,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL ANTEBRAZO MUÑECA Y MANO NO ESPECIFICADOS DE OTRA FORMA,CP,Procedimiento (CPT),1
01852,ANESTESIA PARA PROCEDIMIENTOS EN VENAS DEL ANTEBRAZO MUÑECA Y MANO FLEBORAFIA,CP,Procedimiento (CPT),1
01860,ANESTESIA PARA APLICACIÓN REMOCIÓN O CORRECCIÓN DE YESO DEL ANTEBRAZO MUÑECA O MANO,CP,Procedimiento (CPT),1
01905,ANESTESIA PARA MIELOGRAFÍA DISCOGRAFÍA VERTEBROPLASTÍA,CP,Procedimiento (CPT),1
01916,ANESTESIA PARA ARTERIOGRAFÍA/VENOGRAFÍA DIAGNÓSTICA,CP,Procedimiento (CPT),1
01920,ANESTESIA PARA CATETERIZACIÓN CARDÍACA INCLUYENDO ARTERIOGRAFÍA CORONARIA Y VENTRICULOGRAFÍA (NO INCLUYE CATÉTER SWAN-GANZ),CP,Procedimiento (CPT),1
01922,ANESTESIA PARA IMÁGENES NO INVASIVAS O PARA RADIOTERAPIA,CP,Procedimiento (CPT),1
01924,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA ARTERIAL SIN OTRA ESPECIFICACIÓN,CP,Procedimiento (CPT),1
01925,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA ARTERIAL CAROTIDEO O CORONARIO,CP,Procedimiento (CPT),1
01926,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA ARTERIAL INTRACRANEAL INTRACARDIACO O AÓRTICO,CP,Procedimiento (CPT),1
01930,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL) SIN OTRA ESPECIFICACIÓN,CP,Procedimiento (CPT),1
01931,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL) CIRCULACIÓN INTRAHEPÁTICA O PORTAL (P. EJ. DERIVACIÓN(ES) TRANSVENOSA INTRAHEPÁTICA PORTOSISTÉMICA(S) [TIPS]),CP,Procedimiento (CPT),1
01932,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL) INTRATORÁCICA O YUGULAR,CP,Procedimiento (CPT),1
01933,ANESTESIA PARA PROCEDIMIENTOS DE RADIOLOGÍA INTERVENCIONISTA TERAPÉUTICA QUE INVOLUCRA EL SISTEMA VENOSO/LINFÁTICO (NO INCLUYE ACCESO A LA CIRCULACIÓN CENTRAL) INTRACRANEAL,CP,Procedimiento (CPT),1
01935,ANESTESIA PARA PROCEDIMIENTOS PERCUTÁNEOS GUIADOS CON IMÁGENES EN LA COLUMNA Y MÉDULA ESPINAL DIAGNÓSTICA,CP,Procedimiento (CPT),1
01936,ANESTESIA PARA PROCEDIMIENTOS PERCUTÁNEOS GUIADOS CON IMÁGENES EN LA COLUMNA Y MÉDULA ESPINAL TERAPÉUTICA,CP,Procedimiento (CPT),1
01951,ANESTESIA PARA ESCICIÓN O DEBRIDACIÓN DE QUEMADURAS DE SEGUNDO Y TERCER GRADO CON O SIN INJERTO EN CUALQUIER LUGAR POR SUPERFICIE CORPORAL TOTAL (SCT) TRATADO DURANTE LA ANESTESIA O CIRUGÍA MENOS DE 4% DE LA SUPERFICIE CORPORAL TOTAL,CP,Procedimiento (CPT),1
01952,ANESTESIA PARA ESCICIÓN O DEBRIDACIÓN DE QUEMADURAS DE SEGUNDO Y TERCER GRADO CON O SIN INJERTO EN CUALQUIER LUGAR POR SUPERFICIE CORPORAL TOTAL (SCT) TRATADO DURANTE LA ANESTESIA O CIRUGÍA ENTRE 4% Y 9% DE LA SUPERFICIE CORPORAL TOTAL,CP,Procedimiento (CPT),1
